,Player,Market Value (Euros),Predicted Market Value (Euros),Age,Ball Skills,Defence,Mental,Passing,Physical,Shooting,Goalkeeping
2997,Christian Schwegler,"179,999","305,443",36,62.5,65.7,65.0,59.0,73.3,43.1,9.6
2998,Rafinha,"375,000","305,326",28,63.0,34.3,49.5,53.0,63.7,55.4,12.6
2999,André Riel,"299,999","305,119",30,60.0,18.7,51.0,44.0,68.6,51.9,12.6
3000,Baek Dong Gyu,"249,999","305,075",29,44.0,59.7,54.5,45.3,60.9,33.2,11.4
3001,Ernest Seka,"575,000","304,377",33,50.5,63.7,55.3,52.3,65.1,35.1,12.2
3002,Shun Yoshida,"324,999","302,778",23,9.0,11.0,29.2,18.7,41.6,13.6,60.6
3003,George Timotheou,"375,000","302,394",23,45.5,60.3,48.2,47.0,56.9,36.5,12.0
3004,José Andrés Martínez,"275,000","302,217",26,58.0,60.3,51.0,54.0,67.4,42.1,9.2
3005,Vasilis Zagaritis,"299,999","302,193",19,63.5,56.0,46.7,53.0,65.7,44.2,10.8
3006,Shaun Want,"190,000","301,901",23,32.0,60.3,49.7,30.7,57.6,29.8,9.2
3007,Ellis Chapman,"324,999","301,604",19,58.0,50.3,50.0,61.7,66.3,45.0,11.8
3008,Jaakko Oksanen,"299,999","301,341",19,56.5,55.3,56.2,59.3,60.6,51.0,11.2
3009,Adnan Kojić,"299,999","300,188",24,55.0,58.7,53.5,47.0,70.3,36.4,12.2
3010,Cho Soo Hyuk,"324,999","300,145",33,14.0,19.0,36.5,12.3,46.4,19.0,64.4
3011,Maximiliano Pereira,"400,000","299,383",27,43.5,61.0,48.0,36.3,58.4,32.0,12.2
3012,Juan Cruz Mascia,"450,000","299,221",26,59.5,32.0,47.7,44.0,59.6,55.2,10.4
3013,Odin Luraas Bjørtuft,"375,000","299,054",21,43.0,59.3,47.3,42.0,59.6,32.4,13.2
3014,Cecilio Waterman,"474,999","298,788",29,57.5,25.0,45.3,44.3,69.6,56.1,11.4
3015,Lee Holmes,"350,000","298,741",33,62.5,32.3,51.0,60.3,70.6,54.2,10.0
3016,Donovan Wilson,"350,000","298,486",23,58.0,17.3,43.3,46.3,70.3,52.4,9.6
3017,Federico Pérez,"299,999","298,441",34,55.5,64.3,52.2,45.0,69.7,39.2,10.4
3018,Reuf Duraković,"275,000","298,339",26,18.5,19.0,27.8,22.7,44.6,21.0,61.4
3019,Lachlan Brook,"210,000","297,987",19,64.0,35.7,44.0,52.0,65.6,44.9,10.2
3020,Benedict dos Santos,"275,000","297,936",22,52.0,58.3,51.5,49.3,67.9,33.0,13.2
3021,Widen Saucedo,"324,999","297,904",23,38.0,61.3,43.5,39.0,58.9,32.8,9.4
3022,Mihai Roman,"324,999","297,617",35,58.5,57.3,62.3,67.3,72.6,63.2,11.0
3023,Tanju Öztürk,"324,999","296,250",31,53.5,61.0,56.8,54.7,53.9,44.9,9.6
3024,Bryan Hernández,"375,000","296,149",21,56.0,59.0,46.2,49.7,65.6,33.0,10.2
3025,Eiji Kawashima,"179,999","296,096",37,20.0,11.7,30.5,27.7,51.4,20.0,67.8
3026,Dominik Steczyk,"375,000","295,822",21,59.5,17.7,44.5,46.7,62.0,51.1,7.4
3027,Jiang Tao,"200,000","294,983",31,58.0,58.3,60.5,62.3,62.7,41.6,12.6
3028,Paul Farman,"249,999","294,680",30,13.0,15.7,35.2,21.3,46.7,19.4,62.2
3029,Elliot Embleton,"450,000","294,275",21,60.5,52.7,53.2,57.7,61.1,53.9,10.6
3030,Igor Armaș,"324,999","294,261",33,38.5,61.3,54.3,49.3,50.0,40.8,10.6
3031,Harry Lewis,"424,999","294,138",22,17.0,17.3,30.0,22.0,41.9,21.4,60.6
3032,Walter Figueira,"170,000","293,987",25,56.5,27.0,51.5,47.7,61.4,54.0,10.4
3033,Elias Ramírez,"575,000","293,952",21,12.0,9.3,25.8,17.0,54.7,14.2,61.0
3034,Ethan Zubak,"240,000","293,915",22,55.0,13.7,46.8,37.0,60.9,51.9,12.6
3035,Udoka Godwin-Malife,"275,000","293,814",20,54.0,56.0,49.3,51.0,71.3,34.6,10.2
3036,Marcus Holmgren Pedersen,"400,000","293,767",20,60.0,55.0,50.0,52.3,70.0,46.1,10.4
3037,Adrián Argachá,"474,999","293,615",33,64.5,63.0,52.5,62.7,63.3,52.0,9.2
3038,Juan Carlos Caicedo,"139,999","293,377",22,48.0,59.7,51.2,51.3,65.1,43.8,10.0
3039,Romano Perticone,"499,999","292,857",34,47.0,64.7,51.0,58.0,67.0,47.2,8.0
3040,James Finnerty,"299,999","292,023",21,32.0,61.3,45.5,47.0,57.3,37.8,10.4
3041,Nils Stendera,"249,999","291,927",19,61.5,49.7,51.5,58.3,60.3,51.5,7.8
3042,Mohanad Salem,"240,000","291,658",35,44.5,65.0,54.2,46.0,57.4,35.9,9.8
3043,Ricardo Pedriel,"424,999","291,009",33,63.0,36.7,59.2,59.3,67.3,56.5,12.6
3044,Jacob Ruhner,"170,000","290,992",19,61.5,28.7,42.7,54.7,59.1,51.6,9.4
3045,Regan Slater,"324,999","290,369",20,59.0,53.0,53.7,58.3,62.1,50.1,7.8
3046,Ryota Hayasaka,"219,999","290,119",34,63.5,40.0,53.0,69.0,59.0,52.5,10.4
3047,Park Byung Hyun,"170,000","289,713",27,38.5,58.3,51.8,51.7,62.0,31.2,10.6
3048,Roque Santa Cruz,"1,600,000","289,535",39,68.5,30.3,66.2,56.0,38.0,70.2,8.2
3049,Nick Townsend,"275,000","289,131",25,17.0,20.0,27.2,21.3,44.6,21.9,61.2
3050,James Clarke,"375,000","288,807",30,53.0,61.3,55.3,55.0,63.4,45.5,11.2
3051,Harold González,"230,000","288,384",26,51.5,60.3,48.5,46.0,61.1,28.5,13.2
3052,Brayan Rojas,"219,999","288,137",22,59.5,17.3,42.2,39.7,64.6,50.4,10.4
3053,Aslak Falch,"324,999","287,831",28,22.5,9.7,36.2,28.0,50.9,16.8,61.0
3054,Luete Ava Dongo,"474,999","287,635",24,40.5,60.0,46.8,40.7,64.0,34.0,11.6
3055,Dimitrios Ioannidis,"190,000","287,632",20,62.5,50.3,49.3,59.3,60.3,49.6,9.2
3056,Nias Hefti,"275,000","287,273",20,60.5,55.3,51.5,45.7,69.3,42.4,7.6
3057,Juan Vieyra,"219,999","287,176",28,61.5,53.3,54.5,61.0,68.6,54.2,9.0
3058,Vicente Fernández,"324,999","286,656",21,57.0,55.7,50.2,58.0,67.3,35.5,9.6
3059,Ștefan Baiaram,"400,000","286,392",17,60.0,31.0,48.5,54.3,63.9,44.4,7.6
3060,Nicolas Wähling,"230,000","286,115",23,65.5,18.7,40.8,51.7,56.3,54.4,13.2
3061,Bryan Oña,"350,000","285,595",26,59.5,27.0,51.2,56.7,61.6,53.5,9.6
3062,Julio,"350,000","285,096",19,57.0,13.7,41.5,44.7,61.7,54.9,11.4
3063,Vincent Trummer,"299,999","285,082",20,57.5,57.7,50.3,54.7,64.1,43.5,11.0
3064,Shumpei Naruse,"190,000","285,067",19,62.0,58.0,49.8,49.0,62.7,37.9,9.0
3065,Glen McAuley,"324,999","284,911",20,56.0,16.7,46.5,45.3,66.4,50.6,10.8
3066,Chen Zhizhao,"324,999","284,878",32,64.5,44.7,55.2,59.3,68.1,57.8,11.0
3067,Joseph Akpala,"599,999","284,481",34,57.0,35.3,60.3,52.7,64.0,60.8,9.8
3068,Ricardo Grigore,"649,999","283,846",21,38.0,58.3,49.3,40.0,59.9,35.5,10.6
3069,Jung San,"299,999","283,443",31,16.5,16.0,35.0,26.3,44.9,17.1,62.6
3070,Craig Clay,"299,999","282,537",28,60.5,55.7,57.0,58.7,67.3,49.0,8.8
3071,Erik Botheim,"450,000","282,221",20,56.0,24.3,44.8,35.7,64.7,50.9,9.8
3072,Jordan Bowery,"474,999","281,724",29,61.5,35.0,47.0,52.7,74.3,52.0,11.0
3073,Amer Shafi,"79,999","281,530",38,16.0,11.0,34.3,19.0,43.0,18.6,68.6
3074,Lee Hyun Sik,"179,999","281,386",24,61.5,55.0,54.8,50.7,65.9,44.4,10.6
3075,Steffen Lang,"275,000","280,779",27,53.0,59.0,55.3,55.7,65.4,40.2,13.2
3076,Emircan Altıntaş,"275,000","280,564",25,60.5,48.7,57.5,60.0,59.1,50.9,11.0
3077,Alexandru Benga,"299,999","280,092",31,36.5,61.7,48.5,40.3,56.9,34.0,13.2
3078,Giuseppe D'Anca,"249,999","279,919",20,57.0,53.0,55.3,57.0,63.9,49.8,8.4
3079,Emir Azemović,"375,000","279,795",23,33.5,61.7,43.7,33.7,60.7,34.5,10.8
3080,Andrew Dallas,"200,000","279,661",21,55.0,23.7,47.0,41.3,69.6,50.2,10.4
3081,Gaétan Bosiers,"200,000","279,252",21,64.0,30.7,41.8,52.7,59.1,49.4,11.2
3082,Antonio Diaz,"179,999","279,191",20,55.5,56.7,50.3,46.7,62.4,59.9,8.4
3083,Idriss Mzaouiyani,"450,000","279,025",20,62.0,45.3,52.8,55.7,65.3,45.5,12.4
3084,Rhys Oates,"109,999","278,343",25,58.5,28.7,52.5,46.0,62.0,49.8,7.8
3085,Damian Michalski,"324,999","278,104",22,54.0,60.7,43.0,51.3,64.1,35.5,8.6
3086,Jaime Giraldo,"240,000","278,065",22,55.0,59.0,49.8,50.7,58.7,35.0,9.8
3087,Thomas Juel-Nielsen,"249,999","277,613",30,34.5,54.7,53.3,36.7,65.3,33.6,11.0
3088,Ramón ten Hove,"474,999","277,549",22,13.5,12.7,26.8,21.7,31.4,14.0,60.2
3089,Claudio Nuñez,"375,000","276,412",24,57.5,60.3,51.0,44.3,59.4,35.6,8.2
3090,Sidnei Tavares,"400,000","276,273",18,62.0,49.7,50.3,55.3,61.9,53.8,7.6
3091,Aldo Vera,"324,999","275,619",32,62.5,50.0,61.0,61.7,67.3,54.4,8.6
3092,Luca Pagliarulo,"159,999","275,009",36,46.5,64.7,58.2,43.3,51.4,42.2,6.6
3093,Kevin De La Hoz,"324,999","274,334",22,47.5,60.3,43.3,39.3,65.3,32.2,10.6
3094,Sido Jombati,"324,999","274,246",33,53.0,63.7,54.3,55.0,66.0,43.5,11.4
3095,Taisei Miyashiro,"275,000","274,137",20,57.5,19.3,44.0,39.3,64.6,50.0,7.2
3096,Furkan Sagman,"219,999","274,023",20,54.0,61.3,50.2,36.3,60.4,35.4,8.2
3097,Mehmet Erdem Uğurlu,"240,000","273,524",32,63.5,61.0,54.2,58.0,66.1,39.5,9.6
3098,Nicolás Rodríguez,"474,999","273,454",29,58.0,60.3,53.5,59.7,65.6,31.6,9.4
3099,Tom Ducrocq,"450,000","272,800",21,59.5,47.7,55.5,56.3,65.7,48.9,11.0
3100,Jordan Harvey,"179,999","272,566",36,59.5,66.3,62.0,60.7,66.4,51.8,12.0
3101,Gabriele Zappa,"400,000","272,518",20,57.5,58.0,48.0,52.0,61.4,34.6,12.8
3102,Tommy Pawlson,"190,000","272,488",19,57.5,27.3,44.0,45.3,65.3,52.1,12.0
3103,Diego Zago,"170,000","272,299",18,60.0,53.0,52.8,55.3,63.0,50.1,11.4
3104,Samir Bouzar,"179,999","271,654",21,47.5,59.7,47.8,50.7,58.9,37.8,11.2
3105,Néstor Moiraghi,"240,000","271,412",35,45.0,65.0,53.5,49.7,53.9,41.0,12.4
3106,Marlon Fossey,"424,999","271,277",22,61.0,54.3,52.2,51.0,71.9,35.5,8.8
3107,Éder Cetré,"299,999","271,211",25,54.0,58.7,53.3,53.7,58.0,37.8,12.0
3108,Mourad El Ghezouani,"240,000","271,170",22,54.5,18.7,45.3,43.7,58.1,54.2,12.2
3109,Benjamín Galdames,"249,999","270,741",19,57.0,34.7,47.8,59.3,64.0,41.8,8.0
3110,José Rojas,"210,000","269,861",37,57.0,68.7,61.2,63.7,59.9,51.0,11.4
3111,Hüseyin Bulut,"200,000","269,680",21,60.5,50.7,49.7,61.7,59.4,52.2,11.4
3112,Ross Millen,"79,999","269,388",25,44.5,60.7,47.8,32.3,58.4,32.0,13.2
3113,Sebastián Jaime,"599,999","268,712",33,61.0,37.0,58.0,58.7,69.3,58.6,8.6
3114,Amadou Dante,"200,000","268,700",19,48.0,55.3,45.7,50.3,69.9,27.5,9.4
3115,Lucas Paes,"375,000","268,465",22,11.0,8.3,23.8,16.0,31.7,13.0,60.2
3116,Loïc Poujol,"375,000","268,395",31,49.5,62.0,51.0,52.3,62.0,36.4,11.2
3117,Peter Godly Michael,"400,000","268,003",22,59.5,31.3,49.8,47.3,69.4,48.2,10.4
3118,Felipe Saad,"200,000","267,685",36,48.5,66.7,56.2,44.7,55.0,50.6,11.0
3119,Pavol Šafranko,"575,000","267,632",25,56.0,43.3,57.2,56.0,69.0,56.1,9.0
3120,George Lloyd,"200,000","267,587",20,56.5,21.7,46.8,44.7,71.1,48.4,8.8
3121,Adam Straith,"400,000","267,580",29,52.5,61.0,51.5,50.3,59.4,40.5,11.4
3122,Rob Cornwall,"240,000","267,356",25,51.0,59.7,48.7,51.0,53.3,34.6,11.4
3123,Yadir Meneses,"275,000","267,078",20,65.5,38.0,47.0,56.3,57.3,41.2,9.4
3124,Lucas Sanseviero,"210,000","266,886",20,60.5,24.0,40.7,46.3,63.4,50.1,10.8
3125,Paul Anderson,"275,000","266,452",32,61.5,56.7,59.0,60.0,68.6,55.9,11.6
3126,Fahad Ghazi,"210,000","266,345",26,55.5,61.0,49.8,49.3,66.7,32.5,6.6
3127,Fabián Píriz,"249,999","265,784",22,51.5,59.3,48.5,49.0,62.6,38.6,10.4
3128,Judicaël Crillon,"240,000","264,851",31,61.0,61.7,49.5,54.7,62.4,32.1,11.4
3129,Joseph Espinoza,"120,000","264,490",20,51.0,58.7,49.5,47.0,57.1,36.0,10.2
3130,Adam Wilk,"350,000","264,481",22,17.5,18.7,33.2,24.3,45.3,20.5,59.4
3131,Óscar Millán,"249,999","264,251",19,55.5,20.0,42.2,44.0,60.3,54.2,9.4
3132,Florin Achim,"275,000","263,770",29,61.5,59.0,50.3,58.3,68.6,39.4,8.6
3133,Ben Johnson,"299,999","263,700",20,57.5,55.7,50.0,53.7,66.1,38.0,11.2
3134,Kelvin Etuhu,"190,000","263,659",32,59.0,59.0,60.2,61.7,57.4,50.4,13.8
3135,Joaquín Sosa,"375,000","263,584",18,47.0,59.0,42.8,47.3,60.9,33.0,11.4
3136,Juan Córdova,"179,999","263,574",25,56.0,57.7,47.7,55.3,72.4,40.4,8.0
3137,Matti Langer,"219,999","263,270",30,55.0,61.0,54.3,55.3,61.6,47.2,10.4
3138,Patrick Kristensen,"230,000","263,190",33,59.5,59.0,61.3,61.3,66.3,53.0,9.2
3139,Charalambos Stamboulidis,"299,999","263,059",24,57.0,58.3,52.0,52.3,60.3,40.4,10.4
3140,Franco Godoy,"424,999","263,027",20,45.0,58.0,50.7,41.7,58.0,36.5,11.4
3141,Dominic Thompson,"400,000","262,930",20,53.0,57.3,49.8,51.0,64.6,37.9,9.4
3142,Niklas Thor,"275,000","262,855",34,61.0,57.7,63.2,64.0,63.3,45.9,9.4
3143,Javi Rubio,"450,000","262,732",21,57.0,49.0,58.3,57.3,66.7,41.4,9.2
3144,Markus Nakkim,"499,999","262,513",24,46.0,60.0,50.2,46.7,61.0,45.2,11.2
3145,Nassim Ouammou,"149,999","262,295",27,66.0,45.0,50.8,59.3,57.9,47.2,9.0
3146,Sebastian Patzler,"400,000","262,165",29,22.5,14.3,30.5,20.0,45.7,18.9,62.0
3147,Marcos Delgado,"230,000","262,138",32,41.5,60.3,52.3,37.3,62.7,34.2,10.0
3148,Ross Tierney,"190,000","262,081",19,59.0,23.0,44.3,46.7,61.7,49.8,9.4
3149,Jeong Dong Yun,"324,999","261,779",26,54.5,58.0,51.0,59.7,65.9,37.4,11.0
3150,Awn Al Saluli,"230,000","261,456",22,30.5,57.7,45.5,39.3,53.1,44.6,10.4
3151,Rowen Koot,"219,999","260,789",21,13.0,12.3,27.3,16.0,34.9,14.2,59.2
3152,Adam Marciniak,"299,999","260,621",31,53.0,60.0,56.7,55.7,70.4,50.9,11.4
3153,Paolo Méndez,"474,999","259,967",21,61.5,36.3,52.7,53.0,68.1,42.8,9.0
3154,Jakub Szumski,"275,000","259,747",28,11.5,13.7,28.7,12.7,40.0,17.0,61.8
3155,Nebiyou Perry,"159,999","259,744",20,60.5,24.7,41.0,57.0,60.9,41.9,8.4
3156,Eduardo Puña,"324,999","259,640",34,61.5,59.7,59.7,60.0,73.3,45.2,10.6
3157,Kian Slor,"210,000","259,544",18,61.5,27.7,44.0,51.0,58.7,48.2,10.6
3158,Mathias Haarup,"324,999","259,455",24,56.0,56.7,52.3,51.7,72.3,34.4,9.8
3159,Pedro Azogue,"275,000","259,010",25,47.0,58.3,52.0,56.0,56.0,36.8,10.4
3160,Keith Ward,"299,999","258,114",29,61.0,49.3,56.5,59.0,65.6,56.8,11.0
3161,Luis Vergara,"275,000","258,107",30,34.0,65.0,46.0,28.3,63.3,34.1,12.4
3162,Manuel Fuentes,"400,000","257,291",24,63.5,43.7,51.8,58.7,59.0,45.2,9.2
3163,Milan Kocić,"249,999","257,215",30,54.5,61.0,51.8,55.7,64.4,39.1,9.8
3164,Danny Kane,"149,999","256,360",23,55.5,57.3,52.0,53.7,64.1,39.0,7.8
3165,Santiago Moreno,"450,000","256,209",20,60.5,49.7,50.2,54.3,69.3,41.2,10.4
3166,Jannik Borgmann,"275,000","255,935",22,37.0,58.3,48.0,44.3,57.7,33.9,9.6
3167,Amadou Bakayoko,"424,999","255,753",24,54.5,42.3,54.7,49.7,70.4,55.1,11.4
3168,Jonas Gemmer,"139,999","255,674",24,59.0,52.7,54.5,57.3,68.4,45.6,12.0
3169,Filip Møller Delaveris,"210,000","255,098",19,58.5,16.3,40.0,48.3,66.9,51.8,8.8
3170,Henri Toivomäki,"200,000","254,504",29,59.5,60.0,49.7,56.3,62.6,40.2,12.8
3171,Sam Lavelle,"219,999","254,469",23,34.5,61.7,41.8,34.3,61.1,32.1,10.2
3172,Joshua Hare,"219,999","254,435",26,54.0,58.0,54.7,56.7,64.7,49.6,10.8
3173,James Clarke,"219,999","254,290",20,51.0,55.0,52.8,51.3,68.9,36.8,9.8
3174,Răzvan Andronic,"324,999","254,138",20,60.5,25.0,43.0,49.7,63.3,48.4,7.8
3175,Charles Vélez,"324,999","253,019",27,46.0,62.3,44.7,38.0,57.7,34.2,8.0
3176,Yasir Subaşı,"230,000","252,849",24,56.5,58.3,50.5,43.3,68.1,38.6,9.4
3177,Ahmad Al Najai,"179,999","251,900",25,59.5,59.0,49.8,53.7,62.3,40.8,8.4
3178,Omar Mohammed Muzayil,"249,999","251,095",28,58.5,57.7,54.7,54.7,70.0,38.6,9.4
3179,Kamil Mazek,"299,999","250,711",26,56.5,25.7,45.3,55.0,74.1,49.5,11.0
3180,Ignacio Tapia,"424,999","250,293",21,39.0,58.0,48.0,36.7,57.0,34.4,8.6
3181,Jader Valencia,"324,999","249,944",20,60.5,27.0,47.3,35.0,57.6,48.6,10.8
3182,Nick Galle,"210,000","249,535",21,60.5,53.0,51.8,53.0,65.3,44.9,10.0
3183,Ibrahima Cissé,"474,999","249,392",19,41.5,59.0,43.3,49.0,59.9,33.2,11.6
3184,Juan Pablo Plada,"299,999","249,392",22,64.0,30.7,44.3,53.3,58.6,45.8,10.0
3185,Josh Pask,"240,000","249,391",22,47.5,57.0,52.7,49.7,62.9,29.4,10.6
3186,Mathias Fredriksen,"120,000","249,386",26,70.0,27.3,40.5,46.3,64.4,44.9,12.6
3187,Andrei Trușescu,"424,999","249,297",21,50.5,57.3,51.2,53.3,66.0,40.9,12.4
3188,Alex Marchadier,"299,999","248,892",21,47.0,59.3,46.3,43.3,58.7,35.8,13.4
3189,Alex Fletcher,"130,000","248,746",21,52.5,15.7,45.8,42.7,67.7,51.1,9.8
3190,Niall Morahan,"210,000","248,063",20,56.5,52.3,55.7,54.7,61.9,50.4,11.6
3191,Aleksander Buksa,"424,999","247,865",17,57.0,17.0,44.2,44.0,63.0,50.2,10.4
3192,Jordan Murtin,"240,000","247,663",23,60.5,47.3,55.3,56.0,59.0,48.1,10.2
3193,Bartłomiej Żynel,"299,999","247,546",22,11.5,9.3,30.3,16.3,34.4,13.5,58.6
3194,Mark Pabai,"210,000","247,429",19,56.0,58.3,47.3,46.0,61.7,34.2,7.8
3195,Roberto Fernández,"499,999","247,087",20,56.5,58.7,46.8,60.0,58.0,42.5,10.4
3196,Nicolás Mancilla,"350,000","246,854",26,51.0,60.0,49.0,49.7,53.3,43.8,11.4
3197,Marius Funk,"275,000","246,696",24,12.5,11.3,27.3,15.3,43.1,15.9,60.4
3198,Juan Otálvaro,"474,999","246,461",22,61.5,41.0,49.3,55.0,66.4,46.1,11.2
3199,Magnus Bækken,"159,999","246,380",19,56.5,18.3,44.0,40.3,62.0,49.9,9.0
3200,Ben Liddle,"275,000","246,254",21,58.0,51.0,53.5,55.0,67.0,48.9,9.6
3201,Mohammed Al Qarni,"219,999","246,185",30,55.0,58.7,57.2,54.3,64.6,46.9,11.8
3202,Dionicio Pérez,"200,000","246,095",34,59.5,16.7,39.8,40.0,60.4,51.2,9.6
3203,José Hernández,"190,000","245,480",23,50.0,59.0,46.7,52.7,57.7,31.0,12.8
3204,Cristián Rojas,"210,000","245,369",34,49.5,64.3,51.8,52.3,66.9,39.4,12.6
3205,Max Sheaf,"249,999","244,975",20,57.0,47.7,55.5,56.0,66.0,48.8,9.2
3206,Vadaine Oliver,"275,000","244,542",28,51.0,34.0,55.2,44.3,67.3,53.1,13.0
3207,Mario Pardo,"219,999","244,312",32,43.5,63.3,45.5,60.0,61.7,41.9,13.2
3208,Noah Diliberto,"424,999","243,754",19,59.5,45.0,55.0,57.7,62.0,43.0,11.6
3209,Abdullah Majrashi,"210,000","243,571",23,60.5,55.7,47.7,56.0,64.7,44.5,11.0
3210,Oskar Buur Rasmussen,"230,000","243,173",22,61.5,52.3,51.5,57.0,65.9,34.9,10.2
3211,Jake Vokins,"210,000","242,977",20,56.5,56.3,52.0,44.0,63.9,38.6,9.0
3212,Victor Glaentzlin,"350,000","242,627",22,53.0,25.0,45.3,38.0,67.0,51.4,10.0
3213,Óscar Balanta,"324,999","242,383",32,61.5,60.0,56.2,56.3,64.9,51.5,12.6
3214,Daniel Tătar,"219,999","242,192",32,56.5,60.7,57.3,57.7,62.9,50.5,11.2
3215,Leon Sopić,"299,999","242,121",19,46.5,58.7,43.2,47.7,63.6,35.9,10.6
3216,Sofiane Bouzian,"275,000","241,964",20,11.0,10.3,25.2,18.7,36.1,14.5,59.0
3217,Lucas Buades,"240,000","241,630",22,60.5,36.3,48.8,53.3,61.0,50.8,12.8
3218,Zhu Jianrong,"324,999","241,582",29,52.5,29.3,51.5,51.3,69.6,56.0,11.2
3219,Matthew Drubble,"324,999","241,467",21,52.5,55.3,54.0,52.0,66.9,45.6,8.4
3220,Simon Seferings,"200,000","241,342",25,60.0,36.0,50.3,54.7,62.3,53.1,12.0
3221,Reeco Hackett-Fairchild,"179,999","240,877",22,55.0,23.7,44.5,46.7,65.0,52.6,11.8
3222,Byron Moore,"200,000","240,774",32,60.0,30.7,54.7,53.3,74.7,51.0,14.0
3223,Taichi Hara,"424,999","240,699",21,54.0,19.7,46.0,40.3,63.4,50.2,9.8
3224,Estalin Segura,"275,000","240,633",20,43.5,57.7,49.3,40.7,55.7,37.6,10.2
3225,Sigurd Grønli,"249,999","239,977",19,59.5,25.0,40.7,42.7,64.0,49.9,8.0
3226,Mirza Muratovic,"159,999","239,702",20,53.5,24.7,43.8,41.3,68.1,51.6,9.2
3227,Kameron Ledwidge,"170,000","239,271",19,51.5,56.0,49.3,49.0,63.7,31.8,9.6
3228,Mattias Andersson,"210,000","239,114",22,38.0,58.7,45.3,37.3,59.3,31.8,10.0
3229,Mirko Kos,"275,000","238,552",23,13.5,12.7,25.0,18.0,45.3,15.4,59.8
3230,David Valencia,"299,999","238,326",29,32.5,58.7,49.2,40.0,58.6,32.6,14.0
3231,Adam Crookes,"200,000","237,740",22,52.0,56.7,48.2,49.7,71.0,37.5,11.0
3232,Ernest Boahene,"159,999","237,454",20,57.0,54.0,53.0,51.0,64.1,44.5,9.0
3233,Alin Dobrosavlevici,"299,999","237,396",25,31.0,59.7,45.8,32.0,58.4,31.8,9.8
3234,Gilbert Fuentes,"149,999","236,818",18,63.5,40.3,49.8,49.0,64.9,42.5,10.0
3235,Jaisam Korbaj,"219,999","236,604",20,60.5,46.7,54.7,48.3,60.1,44.6,8.2
3236,Benjamin Kindsvater,"275,000","236,330",27,58.5,26.0,47.7,56.7,67.3,49.4,9.4
3237,Jack Sparkes,"299,999","235,879",19,56.5,54.0,48.7,51.3,69.3,45.6,8.4
3238,Giacomo Bindi,"324,999","235,736",33,17.5,12.3,36.7,27.3,45.4,18.9,62.8
3239,Danilo Russo,"299,999","235,342",33,17.5,14.3,30.3,20.7,45.1,18.2,63.0
3240,Vetle Dragsnes,"230,000","235,257",26,55.0,56.0,55.2,57.7,64.4,46.4,9.8
3241,Sheriff Sinyan,"299,999","235,116",24,53.5,55.7,55.3,53.7,63.7,44.8,9.6
3242,Andrei Ureche,"179,999","235,053",22,11.5,13.0,26.7,21.0,34.6,15.2,59.4
3243,Jonathan Herrera,"275,000","234,925",19,51.5,25.7,46.3,44.3,66.1,52.9,8.6
3244,Timon Weiner,"219,999","234,743",21,26.5,14.3,29.3,28.7,47.9,20.5,59.2
3245,Fabian Greilinger,"249,999","234,569",19,62.5,23.3,37.5,51.3,64.9,41.5,10.6
3246,Feng Gang,"120,000","233,980",27,59.5,54.7,52.5,56.0,69.6,51.0,10.6
3247,Magnus Breitenmoser,"200,000","233,641",22,56.5,54.7,52.2,55.7,65.6,44.0,11.4
3248,Danny McNamara,"210,000","232,834",21,53.5,55.3,46.7,52.3,70.0,34.9,10.4
3249,Mattie Pollock,"375,000","232,737",18,35.5,56.7,46.3,44.3,65.7,28.6,7.4
3250,Francisco Parra,"375,000","232,570",28,63.5,52.0,55.8,55.7,63.4,42.4,11.8
3251,Scott Martin,"324,999","232,371",23,60.5,54.3,52.8,53.7,57.1,41.9,9.2
3252,Jung Jo Gook,"400,000","232,287",36,61.0,29.0,51.5,57.3,62.9,66.5,11.4
3253,Alessandro Berardi,"219,999","231,220",29,16.0,15.7,37.3,25.0,49.0,19.2,60.4
3254,Adrián Estacio,"450,000","230,544",22,60.0,41.7,52.7,53.7,70.9,43.5,10.2
3255,Dane Ingham,"149,999","229,994",21,59.5,46.3,52.8,53.7,71.1,40.5,10.4
3256,Gabriel Osho,"210,000","229,418",22,33.0,59.3,43.8,35.0,59.7,33.2,10.0
3257,Lukáš Skovajsa,"230,000","228,722",26,53.5,57.7,52.3,52.0,66.6,36.5,9.8
3258,Yesid Diaz,"324,999","228,302",23,56.0,54.0,54.0,57.0,58.7,46.0,8.0
3259,Ali Maadi,"170,000","227,935",25,52.5,58.0,50.8,49.3,66.3,37.2,9.2
3260,Taylor Allen,"219,999","227,876",20,56.0,25.3,44.2,49.3,67.6,49.1,11.4
3261,Segundo Portocarrero,"275,000","227,721",23,63.0,39.3,43.7,55.7,58.3,49.2,12.0
3262,Janik Mäder,"210,000","227,557",23,60.5,31.7,43.0,50.7,71.4,47.1,7.2
3263,Brennan Johnson,"474,999","226,993",19,59.5,45.3,46.7,56.0,64.1,48.8,10.4
3264,Brayan Vera,"324,999","226,834",21,49.5,58.3,46.8,50.3,62.4,39.6,9.4
3265,Corey Jordan,"249,999","226,177",21,44.0,56.7,48.7,38.7,65.1,35.6,11.2
3266,Ariel Shuartzman,"324,999","226,147",22,60.5,51.0,52.7,56.3,59.4,43.8,10.6
3267,Miguel Van Damme,"299,999","226,138",26,23.5,14.7,27.0,22.3,48.4,21.4,60.6
